Account,ChkRef,Debit,Credit,Date,Description
101124935,,,82.13,12/1/2025,"DoorDash, Inc. S Broadway ST-N2J8X4R7L8J1"
101124935,,54.36,,12/1/2025,Ambetter HEALTH INS 000000299259168
101124935,506,191.88,,12/1/2025,Check #506
101124935,,,2000.00,12/1/2025,Square Inc SQ251201 T3HE2XBSBD0JFZ0
101124935,,126.00,,12/1/2025,ALLY CC MOBILE PAY 253310481438571
101124935,,,23.68,11/28/2025,GRUBHUB INC Nov Actvty 25112826fFiUCQa
101124935,,,126.67,11/28/2025,"DoorDash, Inc. S Broadway ST-J8O6J3R1X6I3"
101124935,,,84.69,11/28/2025,"DoorDash, Inc. S Broadway ST-E8T9A0B8Q6T6"
101124935,,600.00,,11/26/2025,PAYMENT SBA EIDL LOAN 1965829106
101124935,,,393.00,11/26/2025,XX1008 CREDIT 11/26 22:15 SQ *ID - ihgne1I San Francisco CA e15b0a1c 858664
101124935,,,83.70,11/26/2025,"DoorDash, Inc. S Broadway ST-L3F0B0E5H0M0"
101124935,,,300.00,11/26/2025,Square Inc SQ251126 T38A6P41CJQFSXZ
101124935,,,300.00,11/25/2025,Square Inc SQ251125 T3EN7MG1VE4FDMX
101124935,,,75.42,11/25/2025,2025-11-25 DoorDash Capital balance_transaction_0952759b-8986-47c1-a4d4-429aee8a
101124935,,1055.00,,11/25/2025,IRS USATAXPYMT 221572913617038
101124935,,30.00,,11/25/2025,"CHK# 00 AMT $184.00, NSF CHARGE"
101124935,,184.00,,11/25/2025,IRS USATAXPYMT 221572913986338
101124935,,1956.08,,11/25/2025,Drake Management WEB PMTS MYTGWD
101124935,,2.49,,11/25/2025,"AppFolio, Inc. F WEB PMTS KGVGN5"
101124935,,,46.90,11/25/2025,"DoorDash, Inc. S Broadway ST-V5B4R4T1R3Y1"
101124935,,,20.82,11/24/2025,"DoorDash, Inc. S Broadway ST-P8Y7H9H7X3A3"
101124935,,500.00,,11/24/2025,111009400 Transfer to CHECKING XXXXXX8098 on 11/24/25 at 17:18
101124935,,,3000.00,11/24/2025,Square Inc SQ251124 T31XWKEN024PJNA
101124935,,,7.85,11/21/2025,"DoorDash, Inc. S Broadway ST-M0L7O2P6D0M0"
101124935,,1707.63,,11/21/2025,Dawn Food Produc 5177894404 XXXXX2864
101124935,,300.00,,11/21/2025,CAPITAL ONE MOBILE PMT CA0DBAC7C7B477C
101124935,,300.00,,11/21/2025,XX1008 WITHDRAWAL 11/21 16:24 AUSTIN BANK TYLER TX TX000688 003429
101124935,,,800.00,11/21/2025,Square Inc SQ251121 T3AWJJZZ5CWWF79
101124935,,,1300.00,11/20/2025,Square Inc SQ251120 T3GKYE149HH6VBY
101124935,,,46.01,11/20/2025,"DoorDash, Inc. S Broadway ST-H3Z4X0A0T4V8"
101124935,,,74.21,11/19/2025,"DoorDash, Inc. S Broadway ST-H6M8H8K0A5H2"
101124935,,20.00,,11/19/2025,110868686 Transfer to CHECKING XXXXXX8098 on 11/19/25 at 7:32
101124935,,,18.24,11/18/2025,"DoorDash, Inc. S Broadway ST-S6Y3Y2W6B9T1"
101124935,,443.19,,11/18/2025,SANTANDER BILLPAY XXXXX6731
101124935,,457.39,,11/18/2025,ALLSTATE INS CO PREMIUM BAXXXXXX6101
101124935,365,905.10,,11/18/2025,Check #365
101124935,,,150.00,11/18/2025,Deposit
101124935,,,54.36,11/18/2025,Ambetter REVERSAL 000000297913429
101124935,,,28.95,11/17/2025,"DoorDash, Inc. S Broadway ST-Q8V9I8N9S4S1"
101124935,,54.36,,11/17/2025,Ambetter HEALTH INS 000000297913429
101124935,,2.49,,11/17/2025,"AppFolio, Inc. F WEB PMTS J6D7N5"
101124935,,,2000.00,11/17/2025,Square Inc SQ251117 T3BZMVYKATGQEBA
101124935,,2000.00,,11/17/2025,Drake Management WEB PMTS P26ZVD
101124935,363,306.00,,11/17/2025,Check #363
101124935,,,100.00,11/14/2025,Deposit
101124935,,,500.00,11/14/2025,Square Inc SQ251114 T36JTSH3F7A91AS
101124935,,,32.55,11/14/2025,GRUBHUB INC Nov Actvty 25111412fFiUCQa
101124935,,,840.00,11/14/2025,Deposit
101124935,,,94.40,11/14/2025,"DoorDash, Inc. S Broadway ST-R0N5J4M8X7N4"
101124935,,,48.91,11/13/2025,"DoorDash, Inc. S Broadway ST-F3J9X2U5H4T9"
101124935,,,600.00,11/13/2025,Square Inc SQ251113 T3MSQXND4YZEJH5
101124935,,37.00,,11/13/2025,CAPITAL ONE CRCARDPMT CA043700E2C1F82
101124935,,30.00,,11/12/2025,"CHK# 362 AMT $1,046.57, NSF CHARGE"
101124935,,,11.61,11/12/2025,"DoorDash, Inc. S Broadway ST-M0N7O8T0I5W2"
101124935,,200.00,,11/12/2025,111730790 Transfer to CHECKING XXXXXX8098 on 11/12/25 at 16:55
101124935,,,47.35,11/12/2025,"DoorDash, Inc. S Broadway ST-J8F9Z3N0A5Z0"
101124935,,,500.00,11/12/2025,Square Inc SQ251112 T3Y3AKG7ZNQ0AQT
101124935,362,1046.57,,11/12/2025,Check #362
101124935,,500.00,,11/12/2025,114191008 Transfer to CHECKING XXXXXX8098 on 11/12/25 at 4:09
101124935,,3500.00,,11/10/2025,110926108 Transfer to LOAN XXXXXX4969 on 11/10/25 at 7:20
101124935,,,5.71,11/10/2025,"DoorDash, Inc. S Broadway ST-R3V5L0M7I6R5"
101124935,,200.00,,11/10/2025,110159191 Transfer to CHECKING XXXXXX8098 on 11/10/25 at 18:29
101124935,,,3300.00,11/10/2025,Square Inc SQ251110 T34D760D71VE0R8
101124935,,,144.25,11/7/2025,"DoorDash, Inc. S Broadway ST-E1R6V3Z8O5H4"
101124935,,,25.58,11/7/2025,GRUBHUB INC Oct Actvty 25110701fFiUCQa
101124935,,,21.30,11/7/2025,GRUBHUB INC Nov Actvty 25110705fFiUCQa
101124935,,,2000.00,11/7/2025,Deposit
101124935,,,27.93,11/6/2025,"DoorDash, Inc. S Broadway ST-T9B1Q5Q8Y9B2"
101124935,359,679.19,,11/6/2025,Check #359
101124935,,66.00,,11/6/2025,CAPITAL ONE CRCARDPMT CA0DF434207F373
101124935,,30.00,,11/6/2025,"CHK# 00 AMT $1,751.95, NSF CHARGE"
101124935,,1751.95,,11/6/2025,Metro 101 RENT 251806723
101124935,,,26.81,11/5/2025,"DoorDash, Inc. S Broadway ST-O5K3M8H5V3X2"
101124935,,,500.00,11/5/2025,Square Inc SQ251105 T3FT3T3MJ32F855
101124935,,1557.58,,11/5/2025,Dawn Food Produc 5177894404 XXXXX2927
101124935,,,600.00,11/4/2025,Square Inc SQ251104 T32DVNZRMX2TAH8
101124935,361,718.44,,11/4/2025,Check #361
101124935,,,87.81,11/4/2025,"DoorDash, Inc. S Broadway ST-I0P4U4V4B3A9"
101124935,,120.00,,11/3/2025,CAPITAL ONE CRCARDPMT CA02C9EDEFD3F8C
101124935,,,2500.00,11/3/2025,Square Inc SQ251103 T3J02G5Y1E69CYG
101124935,,4.86,,11/3/2025,Square Inc SQ CAP8741 T3PVQXJ0A9ZMHPD
101124935,,,22.56,11/3/2025,"DoorDash, Inc. S Broadway ST-O2O3L9N4S2X8"
101124935,,210.00,,11/3/2025,117303556 Transfer to CHECKING XXXXXX8098 on 11/03/25 at 17:30
101124935,,300.00,,11/3/2025,XX1008 WITHDRAWAL 11/03 14:09 AUSTIN BANK TYLER TX TX000688 002243
101124935,,,450.00,10/31/2025,Square Inc SQ251031 T3FNAKKYK8MS17C
101124935,,,71.78,10/31/2025,"DoorDash, Inc. S Broadway ST-F2X9A3S6J0H9"
101124935,360,328.56,,10/31/2025,Check #360
101124935,,,30.00,10/30/2025,NSF Fee refund
101124935,,,650.00,10/30/2025,Square Inc SQ251030 T34KNHQEGPMFJ8W
101124935,,,156.92,10/30/2025,"DoorDash, Inc. S Broadway ST-P7F2R4W1J8U6"
101124935,,30.00,,10/29/2025,"CHK# 359 AMT $679.19, NSF CHARGE"
101124935,,,23.51,10/29/2025,"DoorDash, Inc. S Broadway ST-J7B2M4W5K5I8"
101124935,,2.49,,10/28/2025,"AppFolio, Inc. F WEB PMTS JM72L5"
101124935,,106.00,,10/28/2025,ALLY CC MOBILE PAY 253000476736852
101124935,,,53.09,10/28/2025,"DOORDASH, INC. S BROADWAY ST-I5R9M6R6A0N5"
101124935,,2241.22,,10/28/2025,Drake Management WEB PMTS SMLRQD
101124935,,,500.00,10/28/2025,Square Inc SQ251028 T3QTGCFNH1DWQX0
101124935,,,1250.00,10/28/2025,Deposit
101124935,,,1800.00,10/27/2025,Square Inc SQ251027 T3DRM4FG7DV7QF1
101124935,,,23.33,10/27/2025,"DoorDash, Inc. S Broadway ST-V2Y5R9V1V9F2"
101124935,,600.00,,10/27/2025,PAYMENT SBA EIDL LOAN 1965829106
101124935,,1239.00,,10/27/2025,IRS USATAXPYMT 221570084788092
101124935,,,84.30,10/24/2025,"DoorDash, Inc. S Broadway ST-W1P9J5N8K8A8"
101124935,,,450.00,10/24/2025,Square Inc SQ251024 T3M774Y1Q33PCP5
101124935,,,31.39,10/23/2025,"DoorDash, Inc. S Broadway ST-E9M0R6A7D9N2"
101124935,,10.00,,10/22/2025,110991247 Transfer to CHECKING XXXXXX8098 on 10/22/25 at 17:12
101124935,,1461.04,,10/22/2025,Dawn Food Produc 5177894404 XXXXX1655
101124935,,,491.25,10/22/2025,XX1008 CREDIT 10/22 22:11 SQ *ID - RGQT7FU SAN FRANCISCO CA 77827301 336660
101124935,,,400.00,10/22/2025,Square Inc SQ251022 T3M6FVPANHJSQTE
101124935,,,16.86,10/22/2025,"DoorDash, Inc. S Broadway ST-D9F9L1O3G4G9"
101124935,,,36.49,10/21/2025,"DoorDash, Inc. S Broadway ST-M0G0M3D2H3L7"
101124935,,,300.00,10/21/2025,Square Inc SQ251021 T3P7QXTJP8QRYFJ
101124935,358,1611.80,,10/21/2025,Check #358
101124935,,,3500.00,10/20/2025,Square Inc SQ251020 T3ZHFGDZ7T6VZKD
101124935,,457.39,,10/20/2025,ALLSTATE INS CO PREMIUM BAXXXXXX6101
101124935,,1500.00,,10/20/2025,Check
101124935,,,103.71,10/20/2025,"DoorDash, Inc. S Broadway ST-Z3J5Z1E8D3I7"
101124935,,,74.76,10/17/2025,"DoorDash, Inc. S Broadway ST-F5Y4V3X0L7E9"
101124935,,100.00,,10/17/2025,111778352 Transfer to CHECKING XXXXXX8098 on 10/17/25 at 16:36
101124935,,443.19,,10/17/2025,SANTANDER BILLPAY XXXXX9240
101124935,,54.36,,10/17/2025,Ambetter HEALTH INS 000000294072306
101124935,,265.00,,10/17/2025,ESA Financial & eCheck 000000007237356
101124935,,,48.84,10/16/2025,"DoorDash, Inc. S Broadway ST-N2J5D8L2I1A3"
101124935,,2.49,,10/16/2025,"AppFolio, Inc. F WEB PMTS RLQRK5"
101124935,,2000.00,,10/16/2025,Drake Management WEB PMTS MYC2QD
101124935,,,800.00,10/16/2025,Square Inc SQ251016 T3QRDJ25MP6DY1G
101124935,357,205.00,,10/15/2025,Check #357
101124935,,,74.21,10/15/2025,"DoorDash, Inc. S Broadway ST-C5S9I8I6P5S2"
101124935,,,2000.00,10/14/2025,Square Inc SQ251014 T3QSCY9CM6B9VJ1
101124935,,500.00,,10/14/2025,XX1008 WITHDRAWAL 10/11 14:47 AUSTIN BANK TYLER TX TX000688 000774
101124935,,,1260.00,10/14/2025,Payments Too Good To Go Too Good To Go B-pegwsyymtg1f1
101124935,,707.84,,10/14/2025,TXU ENERGY TXUE_ACH 100076712201
101124935,,,35.80,10/14/2025,"DoorDash, Inc. S Broadway ST-F6M9B7R3K5T4"
101124935,,40.00,,10/14/2025,CAPITAL ONE CRCARDPMT CA0E55C0EB652D4
101124935,,,151.99,10/14/2025,"DoorDash, Inc. S Broadway ST-F5C0K1W6T0M0"
101124935,,,196.50,10/10/2025,XX1008 CREDIT 10/10 20:17 SQ *ID - 8C8HGR5 SAN FRANCISCO CA 77827301 328298
101124935,,1000.00,,10/10/2025,112861949 Transfer to LOAN XXXXXX4969 on 10/10/25 at 19:59
101124935,,,700.00,10/10/2025,Square Inc SQ251010 T351V1NGK9BCG0K
101124935,,,1350.00,10/10/2025,Deposit
101124935,,1500.00,,10/10/2025,117264232 Transfer to LOAN XXXXXX4969 on 10/10/25 at 15:19
101124935,,,49.40,10/10/2025,"DoorDash, Inc. S Broadway ST-D0I4C0A1T4D8"
101124935,,900.00,,10/10/2025,112279728 Transfer to LOAN XXXXXX4969 on 10/10/25 at 10:17
101124935,,,500.00,10/9/2025,Square Inc SQ251009 T3XV8TFDZ3N9DR1
101124935,,,87.34,10/9/2025,"DoorDash, Inc. S Broadway ST-D5S6N6M5H8C2"
101124935,,2198.05,,10/8/2025,Dawn Food Produc 5177894404 XXXXX2009
101124935,,,18.45,10/8/2025,"DoorDash, Inc. S Broadway ST-X1B6B9U4J4M7"
101124935,,,800.00,10/8/2025,Square Inc SQ251008 T39CD781444VQW3
101124935,,1000.00,,10/8/2025,113434124 Transfer to CHECKING XXXXXX8098 on 10/08/25 at 19:02
101124935,,500.00,,10/8/2025,CAPITAL ONE MOBILE PMT CA03955EE8D9065
101124935,,1000.00,,10/7/2025,118932518 Transfer to CHECKING XXXXXX8098 on 10/07/25 at 3:52
101124935,355,1806.74,,10/7/2025,Check #355
101124935,,1751.95,,10/7/2025,Metro 101 RENT 249749982
101124935,,,144.40,10/7/2025,"DoorDash, Inc. S Broadway ST-H3T2X2O0N3T8"
101124935,,22.37,,10/7/2025,2025-10-02 DoorDash Capital balance_transaction_d3f3fb4d-941e-4370-99eb-c1f82ffa
101124935,,13.48,,10/7/2025,2025-10-01 DoorDash Capital balance_transaction_fb4976fd-735e-454c-93d3-6562bbab
101124935,,,500.00,10/7/2025,Square Inc SQ251007 T3JTK6NY6G3RKX5
101124935,,6.68,,10/7/2025,2025-10-03 DoorDash Capital balance_transaction_f26b3b6f-332f-40dc-944d-3d2110fc
101124935,,,3797.14,10/7/2025,2025-10-06 DoorDash Capital balance_transaction_8cba937f-d57b-4246-9a96-c43b387b
101124935,,15.32,,10/6/2025,2025-09-30 DoorDash Capital balance_transaction_faa90501-4847-4b64-a66f-abda1b8e
101124935,,64.00,,10/6/2025,CAPITAL ONE CRCARDPMT CA027345F6A49D0
101124935,,,2900.00,10/6/2025,Square Inc SQ251006 T3DR2DC2Q1HJ4RZ
101124935,,,31.96,10/6/2025,"DoorDash, Inc. S Broadway ST-R2E1H8P2M7P9"
101124935,354,357.00,,10/3/2025,Check #354
101124935,,,900.00,10/3/2025,Square Inc SQ251003 T3PSJS5TEX2RK4T
101124935,,,252.96,10/3/2025,"DoorDash, Inc. S Broadway ST-H8D1N6I7R3V6"
101124935,,11.57,,10/3/2025,2025-09-29 DoorDash Capital balance_transaction_4ba60ee6-5c38-47cd-9a8c-2b84f24a
101124935,,,49.12,10/2/2025,XX1008 CREDIT 10/02 12:12 SQ *ID - G04YEPQ SAN FRANCISCO CA 77827301 013526
101124935,,91.59,,10/2/2025,2025-09-28 DoorDash Capital balance_transaction_215b7830-fb3d-4793-b8eb-29567f83
101124935,,,121.45,10/2/2025,"DoorDash, Inc. S Broadway ST-H7O6E3T6A0F6"
101124935,,104.00,,10/2/2025,CAPITAL ONE CRCARDPMT CA08B5D60BA567E
101124935,,900.00,,10/1/2025,ALLY CC MOBILE PAY 252710475849928
101124935,,30.00,,10/1/2025,"CHK# 00 AMT $900.00, NSF CHARGE"
101124935,,,840.00,10/1/2025,Deposit
101124935,,45.71,,10/1/2025,2025-09-27 DoorDash Capital balance_transaction_8f5d51af-06f0-4c27-bc34-875bce27
101124935,,,104.11,10/1/2025,"DoorDash, Inc. S Broadway ST-H6I9I9M7Y3F9"
101124935,,,294.75,9/30/2025,XX1008 CREDIT 09/30 02:10 SQ *ID - CPEPERN SAN FRANCISCO CA 77827301 468873
101124935,,36.43,,9/30/2025,2025-09-26 DoorDash Capital balance_transaction_77e3fefd-4be4-4a30-a4c4-0817c471
101124935,,,51.29,9/30/2025,"DoorDash, Inc. S Broadway ST-R2L8N0B7R0D9"
101124935,,11.67,,9/30/2025,2025-09-25 DoorDash Capital balance_transaction_12247cd4-856a-4012-937f-6cb86e8b
101124935,,,600.00,9/30/2025,Deposit
101124935,,127.00,,9/30/2025,ALLY CC MOBILE PAY 252700471955152
101124935,,2.49,,9/29/2025,"AppFolio, Inc. F WEB PMTS PDWKH5"
101124935,,1100.00,,9/29/2025,CAPITAL ONE MOBILE PMT CA0BCD24954C7FF
101124935,,6.90,,9/29/2025,2025-09-23 DoorDash Capital balance_transaction_892e12a5-4285-483b-8730-01305ac1
101124935,,2200.00,,9/29/2025,Drake Management WEB PMTS BDRVKD
101124935,,30.00,,9/29/2025,"CHK# 00 AMT $1,100.00, NSF CHARGE"
101124935,,,32.82,9/29/2025,"DoorDash, Inc. S Broadway ST-R4W0A4U6A8C4"
101124935,,,2600.00,9/29/2025,Square Inc SQ250929 T32MGKXSYFJBDW0
101124935,,600.00,,9/26/2025,PAYMENT SBA EIDL LOAN 1965829106
101124935,,,700.00,9/26/2025,Deposit
101124935,,1049.16,,9/26/2025,SUNRISE SUPPLY TOP-TYLER CK#352
101124935,,12.14,,9/26/2025,2025-09-22 DoorDash Capital balance_transaction_9cfd8e48-8d98-4030-9fbb-b89dbd0f
101124935,,,900.00,9/26/2025,Square Inc SQ250926 T3DX18Q4RDF8Z9P
101124935,,,61.22,9/26/2025,"DoorDash, Inc. S Broadway ST-B8D6V8N2M1Q3"
101124935,,21.62,,9/25/2025,2025-09-21 DoorDash Capital balance_transaction_ba753a10-4dc5-4636-8eb1-7e6a996d
101124935,,,860.00,9/25/2025,Deposit
101124935,,,20.00,9/25/2025,Deposit
101124935,,1239.00,,9/25/2025,IRS USATAXPYMT 221566802671819
101124935,,,141.00,9/25/2025,"DoorDash, Inc. S Broadway ST-O5D5W5E3K3K8"
101124935,,70.02,,9/24/2025,2025-09-20 DoorDash Capital balance_transaction_22b4a542-ead9-44eb-8e7c-d04dbfea
101124935,,,70.25,9/24/2025,"DOORDASH, INC. S BROADWAY ST-X4C5Z5J5S4Z8"
101124935,,200.00,,9/24/2025,114680034 Transfer to CHECKING XXXXXX8098 on 9/24/25 at 3:55
101124935,,1808.13,,9/24/2025,Dawn Food Produc 5177894404 XXXXX6857
101124935,,,1000.00,9/24/2025,Square Inc SQ250924 T3EVDXEY00DH7G8
101124935,,487.93,,9/24/2025,ALLSTATE INS CO PREMIUM 974883966
101124935,,13.40,,9/23/2025,2025-09-17 DoorDash Capital balance_transaction_c8d7637b-e092-4368-b7f0-00a1afe0
101124935,,21.98,,9/23/2025,2025-09-18 DoorDash Capital balance_transaction_3d9413cd-801a-49df-bb11-f0061b25
101124935,,32.00,,9/23/2025,2025-09-19 DoorDash Capital balance_transaction_35e9302f-73ad-4b5b-b57c-f54a4e35
101124935,,,112.77,9/23/2025,"DoorDash, Inc. S Broadway ST-X4L3G4X7O5Y9"
101124935,,15.80,,9/22/2025,2025-09-16 DoorDash Capital balance_transaction_aa897417-6565-4b2c-973b-8f5d2ade
101124935,,580.00,,9/22/2025,ESA Financial & eCheck 000000007151875
101124935,,300.00,,9/22/2025,XX1008 WITHDRAWAL 09/22 16:28 AUSTIN BANK TYLER TX TX000688 009467
101124935,,200.00,,9/22/2025,110156890 Transfer to CHECKING XXXXXX8098 on 9/22/25 at 18:34
101124935,353,753.27,,9/22/2025,Check #353
101124935,,,30.42,9/22/2025,"DoorDash, Inc. S Broadway ST-Z2V6K0E2M9R7"
101124935,,,2500.00,9/22/2025,Square Inc SQ250922 T30JZZMPHNCW7FF
101124935,,,500.00,9/19/2025,Square Inc SQ250919 T348V77D1TFNGNA
101124935,,19.41,,9/19/2025,2025-09-15 DoorDash Capital balance_transaction_d5721a20-4990-4154-8cc0-bdcdf02b
101124935,,17.31,,9/19/2025,XX1008 PIN PURCHASE 09/19 16:47 LOWE'S #463 TYLER TX 001 526216305026
101124935,,,69.26,9/19/2025,"DOORDASH, INC. S BROADWAY ST-C6M9U0U1C6I6"
101124935,,,500.00,9/18/2025,Square Inc SQ250918 T3T2B8N53D08Q8D
101124935,,45.04,,9/18/2025,2025-09-14 DoorDash Capital balance_transaction_3757d0ea-0b98-4222-8e23-e297eecd
101124935,,2.49,,9/18/2025,"AppFolio, Inc. F WEB PMTS 1YM8H5"
101124935,,,68.12,9/18/2025,"DoorDash, Inc. S Broadway ST-F5M5U3I3E1O2"
101124935,,2000.00,,9/18/2025,Drake Management WEB PMTS GDF6KD
101124935,,20.00,,9/17/2025,115926772 Transfer to CHECKING XXXXXX8098 on 9/17/25 at 12:57
101124935,,35.55,,9/17/2025,2025-09-13 DoorDash Capital balance_transaction_2d2751d1-fe62-4972-ac45-04d1ab4b
101124935,,54.36,,9/17/2025,Ambetter HEALTH INS 000000290283381
101124935,,443.19,,9/17/2025,SANTANDER BILLPAY XXXXX2833
101124935,,,114.70,9/17/2025,"DoorDash, Inc. S Broadway ST-B6T1B7W7S5N2"
101124935,,47.00,,9/16/2025,2025-09-12 DoorDash Capital balance_transaction_94b3577d-c0a3-46a9-9d1f-97f23068
101124935,,2.09,,9/16/2025,2025-09-10 DoorDash Capital balance_transaction_e106fa12-ac9b-45f6-ad21-16368425
101124935,,,59.20,9/16/2025,"DoorDash, Inc. S Broadway ST-Z0L0K1R4T8G5"
101124935,,38.68,,9/16/2025,XX1008 PURCHASE 09/15 17:50 IMPORT EMPORIUM TYLER TX 00500443 819258
101124935,351,663.54,,9/16/2025,Check #351
101124935,,,3000.00,9/15/2025,Square Inc SQ250915 T3SHAWCYWQ72YJ2
101124935,,24.75,,9/15/2025,2025-09-09 DoorDash Capital balance_transaction_d757220d-cc32-4c54-8cd0-8dd271f5
101124935,,43.00,,9/15/2025,CAPITAL ONE CRCARDPMT 4423D65SBK5KX94
101124935,,,39.19,9/15/2025,"DoorDash, Inc. S Broadway ST-Q0R8I8L5P7N9"
101124935,,,39.06,9/12/2025,"DoorDash, Inc. S Broadway ST-T2P3U7H7E2E8"
101124935,,17.65,,9/12/2025,2025-09-08 DoorDash Capital balance_transaction_5eab0097-e7c5-4d89-96be-d6a90e38
101124935,,21.29,,9/11/2025,2025-09-07 DoorDash Capital balance_transaction_7f2b49f1-2772-4dcb-9156-a583e87b
101124935,,,500.00,9/11/2025,Square Inc SQ250911 T3TANDBA3W92E1F
101124935,,,103.83,9/11/2025,"DOORDASH, INC. S BROADWAY ST-X2J7N6T1S2C3"
101124935,350,557.74,,9/10/2025,Check #350
101124935,,30.00,,9/10/2025,"CHK# 00 AMT $1,773.28, NSF CHARGE"
101124935,,,113.12,9/10/2025,"DoorDash, Inc. S Broadway ST-E4P4I0B3Z3K7"
101124935,,1773.28,,9/10/2025,Dawn Food Produc 5177894404 XXXXX9463
101124935,,48.93,,9/10/2025,2025-09-06 DoorDash Capital balance_transaction_cc6f46fe-9b56-4582-bbbd-52068801
101124935,,,1800.00,9/10/2025,Square Inc SQ250910 T3766E83J0MEDZ6
101124935,,,2000.00,9/9/2025,Square Inc SQ250909 T3WCCSMD8BNQ9TM
101124935,,10.09,,9/9/2025,2025-09-03 DoorDash Capital balance_transaction_2860f526-cba1-4dfd-9d26-9cc2373e
101124935,,54.17,,9/9/2025,2025-09-05 DoorDash Capital balance_transaction_768c8cdf-c818-4a0f-9f18-4d1cb869
101124935,,6.38,,9/9/2025,2025-09-04 DoorDash Capital balance_transaction_ed11949f-6a92-4abe-8554-4cd524ec
101124935,,3300.00,,9/9/2025,119668614 Transfer to LOAN XXXXXX4969 on 9/09/25 at 8:45
101124935,,,57.78,9/9/2025,"DoorDash, Inc. S Broadway ST-Y7O7D9A1O9Y1"
101124935,,276.60,,9/9/2025,WEBFILE TAX PYMT DD 902/80282360
101124935,,,70.55,9/8/2025,"DoorDash, Inc. S Broadway ST-Z2Y0W6I2G9P8"
101124935,,,2000.00,9/8/2025,Square Inc SQ250908 T3277R8WZAGXPMP
101124935,,17.40,,9/8/2025,2025-09-02 DoorDash Capital balance_transaction_fcef3cca-c451-4cdd-a265-160af5a9
101124935,,65.00,,9/8/2025,CAPITAL ONE CRCARDPMT 440EKV3PD862S7W
101124935,,1751.95,,9/8/2025,Metro 101 RENT 247705926
101124935,,,17.68,9/5/2025,GRUBHUB INC Sep Actvty 25090503fFiUCQa
101124935,,,72.47,9/5/2025,"DoorDash, Inc. S Broadway ST-V5T8W2X8N0I4"
101124935,,,23.98,9/5/2025,GRUBHUB INC Aug Actvty 25090501fFiUCQa
101124935,,33.64,,9/5/2025,2025-09-01 DoorDash Capital balance_transaction_a7d306a3-76fe-4af5-befd-ae8c4636
101124935,,300.00,,9/5/2025,112750642 Transfer to CHECKING XXXXXX8098 on 9/05/25 at 17:51
101124935,,47.62,,9/4/2025,2025-08-31 DoorDash Capital balance_transaction_e7ccd3f7-2aff-4678-a3b1-1c767a09
101124935,,,800.00,9/4/2025,Square Inc SQ250904 T3GPTAXAW26F04G
101124935,,,244.34,9/4/2025,"DoorDash, Inc. S Broadway ST-E9L5Y2B7B2B5"
101124935,,27.89,,9/3/2025,2025-08-28 DoorDash Capital balance_transaction_8561edc1-e77a-4884-ab60-a0f0702b
101124935,,,165.28,9/3/2025,"DoorDash, Inc. S Broadway ST-H1V9D7X3A9I1"
101124935,,109.16,,9/3/2025,2025-08-30 DoorDash Capital balance_transaction_893eb3a4-0286-4a20-b487-0e6c67b9
101124935,,24.21,,9/3/2025,2025-08-27 DoorDash Capital balance_transaction_324210b3-81e7-43f8-81ff-be08b89a
101124935,,66.75,,9/3/2025,2025-08-29 DoorDash Capital balance_transaction_e925ce16-c626-4628-8c2d-7b44d8d8
101124935,349,746.64,,9/3/2025,Check #349
101124935,,,26.51,9/2/2025,"DoorDash, Inc. S Broadway ST-N7R8T3D4O3Z5"
101124935,,112.00,,9/2/2025,CAPITAL ONE CRCARDPMT 43ZK6PDB3NSQUQE
101124935,,700.00,,9/2/2025,111260982 Transfer to CHECKING XXXXXX8098 on 9/02/25 at 17:28
101124935,,,125.24,9/2/2025,"DoorDash, Inc. S Broadway ST-C1O6N7R1K5T0"
101124935,,9.37,,9/2/2025,2025-08-26 DoorDash Capital balance_transaction_b122ad5f-2fea-49b5-9dec-d78b8b05
101124935,,,2000.00,9/2/2025,Square Inc SQ250902 T31HR258DGC05K7
101124935,,,52.79,8/29/2025,"DoorDash, Inc. S Broadway ST-U4L5O4G2C0E8"
101124935,,,20.00,8/29/2025,GRUBHUB INC Aug Actvty 25082927fFiUCQa
101124935,,13.73,,8/29/2025,2025-08-25 DoorDash Capital balance_transaction_18e0cb3e-3583-468a-8e7e-0fbc86d9
101124935,,27.77,,8/28/2025,2025-08-24 DoorDash Capital balance_transaction_3d1b6e00-4eda-4642-b447-bab0b063
101124935,,,62.32,8/28/2025,"DoorDash, Inc. S Broadway ST-L0Z5F6I6J6A1"
101124935,,122.00,,8/28/2025,ALLY CC MOBILE PAY 252390467161251
101124935,,,83.51,8/28/2025,XX1008 CREDIT 08/28 17:52 SQ *ID - RVTNN2A SAN FRANCISCO CA 77827301 491055
101124935,,,69.65,8/27/2025,"DoorDash, Inc. S Broadway ST-C9A3O1A6Z0U9"
101124935,,,1500.00,8/27/2025,Square Inc SQ250827 T398VHC3XF7WD83
101124935,,,98.25,8/27/2025,XX1008 CREDIT 08/27 14:45 SQ *ID - XMDQB6M SAN FRANCISCO CA 77827301 472374
101124935,,1632.68,,8/27/2025,Dawn Food Produc 5177894404 XXXXX5086
101124935,,33.95,,8/27/2025,2025-08-23 DoorDash Capital balance_transaction_0e336e44-9a6a-49c5-bf92-55a1eda2
101124935,,,2000.00,8/26/2025,Square Inc SQ250826 T3NJWDMBMZ6ZPSD
